clave,insumo,familia,subfamilia,unidad
30357,POLEA TENSORA,Equipo de Transporte,Sistema de ejes,PIEZAS
16268,POLIPASTO ELECTRICO,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
15796,POLIURETANO A,Gastos diversos,Varios (Gastos Diversos),KILOS
15797,POLIURETANO B,Gastos diversos,Varios (Gastos Diversos),KILOS
2487,POLVERA,Equipo de Transporte,Sistema de carroceria,PIEZAS
31066,POLY V-BELT,Equipo de Transporte,Accesorios,PIEZAS
5899,POMADA FURACIN,Gastos diversos,Primeros Auxilios,PIEZAS
11190,POMADA LONOL,Gastos diversos,Primeros Auxilios,PIEZAS
5182,PORTA CANDADO,Herramientas y Utiles,Candados,PIEZAS
24535,PORTA CARRETES,Ferreteria,Varios,PIEZAS
31834,PORTA CEPILLOS,Equipo de Transporte,Sistema de Motor,PIEZAS
1179,PORTA ELECTRODO,Herramientas y Utiles,Accesorios,PIEZAS
24536,PORTA FILAMENTOS,Ferreteria,Varios,PIEZAS
4600,PORTA FUSIBLE AUTOMOTRIZ,Equipo de Transporte,sistema electrico,PIEZAS
25131,PORTA GAFETE VERTICAL,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
25075,PORTA GARRAFONES,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2274,PORTA GAVILANES,Equipo de Transporte,Sistema de frenos,PIEZAS
7153,PORTA LUCES,Equipo de Transporte,Sistema de luces o iluminación,PIEZAS
30483,PORTA PRECIOS,Gastos diversos,Varios (Gastos Diversos),PIEZAS
3394,PORTA REVISTAS,Gastos diversos,Varios (Gastos Diversos),PIEZAS
1181,PORTA ROMBO,Equipo de Seguridad,Señalamientos,PIEZAS
12229,PORTA TARJETA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15844,PORTA TIZA CUADRADO,Herramientas,Manuales,PIEZAS
11702,PORTA VASOS PETROIL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
24540,PORTA VINILES HACEDORES,Ferreteria,Varios,PIEZAS
16080,PORTA VOLTEADOR INDUSTRIAL,Maquinaria y Equipo,Equipos varios,PIEZAS
3346,PORTAFILTRO,Equipo de Filtración,Filtros,PIEZAS
12733,PORTAFOLLETOS DE ACRILICO,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
16524,PORTALAMPARA DE PVC,Ferreteria,Varios,PIEZAS
34719,PORTALETRERO DE ACRILICO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
19073,POST ENFRIADOR,Equipo de Transporte,Sistema de Motor,PIEZAS
11473,POSTER MULTIPROPOSITO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
16130,POTENCIOMETRO,Ferreteria,Varios,PIEZAS
28055,PREPARACIÓN DE TUBERÍA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
3059,PROBADOR DE ANTICONGELANTE,Maquinaria y Equipo,Equipos de Medición,PIEZAS
1184,PROBADOR DE CONTINUIDAD,Herramientas y Utiles,Electricas,PIEZAS
15086,PROPELA DE ALUMINIO,Herramientas y Utiles,Accesorios,PIEZAS
26171,PROPILENGLICOL GRADO USP,Herramientas y Utiles,HERRAMIENTAS,LITROS
10693,PROTECTOR FACIAL,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
27301,PROTEIN WATER HEATER,Herramientas y Utiles,Accesorios,PIEZAS
21604,PROYECTOR,Equipo de Oficina,Equipo,PIEZAS
23679,PRUEBA FARMACOGENOMICA AFFINITY,Herramientas y Utiles,Accesorios,PIEZAS
16647,PUERTA BLINDADA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
34506,PUERTA CORREDIZA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
24840,PUERTA METALICA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
30316,PUERTA TAMBOR,Mobiliario y equipo,Mobiliario,PIEZAS
28468,PULIDORA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
23097,PULL AWAY MEPSAN,Herramientas y Utiles,Accesorios,PIEZAS
33391,PULSERA MANSION PIRATA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
28052,PULSERA RFID,Equipo de Computo,Accesorios de cómputo,PIEZAS
25914,PULSIOXIMETRO,Herramientas y Utiles,Accesorios,PIEZAS
26003,PUMP MECHANICAL SEAL,Herramientas y Utiles,Accesorios,PIEZAS
11459,PUNTO DE REUNION,Equipo de Seguridad,Señalamientos,PIEZAS
6317,PURGADOR DE CHICOTE,Gastos diversos,Varios (Gastos Diversos),PIEZAS
31761,PURGADOR DE JALON,Equipo de Transporte,CONEXIONES RAPIDAS CONSIG,PIEZAS
9726,PURGADOR DE LLAVE,Equipo de Transporte,EMPAQUES TRANSPORTE,PIEZAS
30078,PUSH BUTTON ELECTRICO,Material Electrico,Material Electrico,PIEZAS
7968,QUEMADORES DE RECAMARA,Equipo de Transporte,Sistema de Calentamiento de COPE,PIEZAS
2926,QUIJADA FIJA,Herramientas y Utiles,Manuales,PIEZAS
22552,QUINTA RUEDA,Equipo de Transporte,Llantas,PIEZAS
696,QUITAGRAPA,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
5319,RACING MOTOR,Herramientas y Utiles,Accesorios,PIEZAS
1211,RACK,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
17993,RADIADOR,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
33571,RADIO AM/FM/WB/BT/USB,Equipo de Transporte,Accesorios,PIEZAS
10318,RADIO CB,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
31562,RADIO DE COMUNICACION,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
2299,RADIO FRECUENCIA,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
14220,RADIO PANGUERO,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
17410,RADIO PORTATIL,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
1212,RAFIA,Ferreteria,Varios,ROLLOS
22056,RASPADORA DE LLANTAS,Herramientas y Utiles,Accesorios,PIEZAS
18166,READY MIX UNIMAX,Ferreteria,Construccion,PIEZAS
16952,READYMIX USG,Ferreteria,Varios,PIEZAS
17760,REB CART G,Maquinaria y Equipo,Refacciones,PIEZAS
10670,RECEPTACULO DEFENSA,Equipo de Transporte,Sistema chasis,PIEZAS
16123,RECEPTOR MANUAL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
25883,RECETARIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
8359,RECHAZO DE PRECONCENTRADO,Gastos diversos,Varios (Gastos Diversos),METROS
18216,RECOLECTRO DE PUNZOCORTANTES,Gastos diversos,Primeros Auxilios,PIEZAS
15021,RECONOCIMIENTO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
1217,RECOPILADOR REGISTRADOR T/CARTA,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
2459,RECTIFICADO DE TAMBOR,Equipo de Transporte,Sistema de frenos,PIEZAS
14248,RECTIFICADOR/HERRAMIENTA ROTATIVA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
11910,RECTIFICAR VALVULAS,Gastos diversos,Varios (Gastos Diversos),PIEZAS
18482,RECUPERADOR DE AIRE,Maquinaria y Equipo,Equipos de Medición,PIEZAS
16203,RED ANCHOVETERA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
16092,REDUCCION BUSHING MP-FP,Conexiones Rapidas,Reduccion Rapida,PIEZAS
17593,REDUCCIONES HIDRAULICAS,Maquinaria y Equipo,Refacciones,PAQUETES
24575,REED SWITCH,Herramientas y Utiles,Accesorios,PIEZAS
17112,REFACCIONES,Gastos diversos,Varios (Gastos Diversos),PIEZAS
22750,REFLECTOR,Material Electrico,Iluminación,PIEZAS
16131,REFRACTOMETRO,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
2303,REFRIGERADOR,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
5464,REFUERZO PARACHOQUES,Equipo de Transporte,Sistema de carroceria,PIEZAS
33724,REGADERA,Ferreteria,Ferreteria,PIEZAS
21784,REGISTRADORA ANTIGUA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
11457,REGLAMENTO DE PLANTA,Equipo de Seguridad,Señalamientos,PIEZAS
21309,REGULADOR,Equipo de Computo,Reguladores,UNIDADES
14010,REHILETE,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
34613,REJILLA DE ALUMINIO,Equipo de Transporte,Accesorios,PIEZAS
24582,RELAY SHIELD,Herramientas y Utiles,Accesorios,PIEZAS
15444,RELEVADOR DE SOBRECARGA,Ferreteria,Varios,PIEZAS
21854,RELOJ ANTIGUO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2641,RELOJ CHECADOR,Equipo de Computo,Accesorios de cómputo,PIEZAS
3081,RELOJ DE PARED,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
1441,REMACHADORA,Herramientas y Utiles,Manuales,PIEZAS
33486,REMACHE CIEGO,Equipo de Transporte,Accesorios,PIEZAS
2597,REMOLQUE,Equipo de Transporte,Utilitarios,PIEZAS
2208,REPETIDOR DE WIFI,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
23672,REPOSET MÉDICO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
34442,REPUESTO DE VASOS,Equipo de Transporte,Sistema de Motor,PIEZAS
5298,REPUESTO SECADOR,Equipo de Transporte,Sistema de Suspension,PIEZAS
32243,REPUESTO VALVULAS,Equipo de Transporte,Valvulas,PIEZAS
30074,RESISTENCIAS,Material Electrico,Material Electrico,UNIDADES
4229,RESISTOL EN BARRA,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
17592,RESORTES INOXIDABLES,Maquinaria y Equipo,Refacciones,PAQUETES
30179,RESPALDO PULIDORA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15449,RESPIRADOR ARTIFICIAL MANUAL,Gastos diversos,Primeros Auxilios,PIEZAS
22673,RETEN DELANTERO CIGÜEÑAL,Equipo de Transporte,Sistema de Motor,PIEZAS
12472,RETEN MASA,Equipo de Transporte,Sistema de Embrague,PIEZAS
2958,RIBBON YMCKO,Herramientas y Utiles,Accesorios,PIEZAS
5010,RIEL DE FIJACION,Material Electrico,Rieles,METROS
1447,RIEL DIM,Material Electrico,Rieles,METROS
34854,RIEL DIN PERFORADO,Ferreteria,Ferreteria,PIEZAS
14689,"RING GROUP, DIESEL",Gastos diversos,Varios (Gastos Diversos),PIEZAS
23772,ROCIADOR DE PISTON,Ferreteria,Varios,PIEZAS
14174,RODAMIENTO BOLA,Equipo de Transporte,Sistema de Motor,PIEZAS
4696,RODILLERA DE GOMA,Equipo de seguridad terrestre,Equipo de Proteccion Personal,PIEZAS
15325,ROLL BAR CAMIONETA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
5729,ROLLO DE CONCERTINA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
30826,ROLLO DE VELLUMOID,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
13454,ROLLO DE VINIL,Gastos diversos,Pegamentos,ROLLOS
11576,ROLLO ESTAÑO,Ferreteria,Varios,ROLLOS
27625,ROMPECABEZA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
30725,RONDANA DE BRONCE,Equipo de Transporte,Sistema de Conexiones Rapidas,PIEZAS
26620,ROOM PANEL YEALINK,Equipo de Computo,Accesorios de cómputo,PIEZAS
4517,ROSETA TELEFÓNICA,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
13715,ROTOCHAMBER SENCILLO,Equipo de Transporte,Sistema de frenos,PIEZAS
22859,ROTOHUB,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
4068,ROTOMARTILLO,Herramientas y Utiles,Manuales,PIEZAS
31165,ROTOR DE PALETAS,Equipo de Transporte,Accesorios,PIEZAS
4461,ROTULA INFERIOR,Equipo de Transporte,Sistema de Motor,PIEZAS
6580,ROTULAS DE BARRA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
5733,ROTULO NUMERO ECONOMICO,Equipo de Transporte,Sistema General,PIEZAS
1458,ROTULOS DIVERSOS,Equipo de Seguridad,Señalamientos,PIEZAS
2181,ROUTEADOR,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
15878,ROUTER,Equipo de Comunicación,Equipo de Comunicación,PIEZAS
11194,RUST BUSTER,Ferreteria,Consumibles,LITROS
20036,SABANA ALUMINIZADA,Gastos diversos,Primeros Auxilios,PIEZAS
27348,SABANA PLANA INDIVIDUAL,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2015,SACABUJIAS,Herramientas y Utiles,Manuales,PIEZAS
1462,SACAPUNTAS,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
33503,SACATIERRA,Herramientas,Manuales,PIEZAS
28542,SAHUMERIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
22608,SALA ESQUINERA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
13423,SALINOMETRO,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
9698,SALPICADERA,Equipo de Transporte,Sistema de carroceria,PIEZAS
26094,SANGRE ARTIFICIAL,Gastos diversos,Consumibles,PIEZAS
22747,SANITARIO PORTATIL,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
5803,SAPO DOBLE,Equipo de Transporte,Sistema de Suspension,PIEZAS
13497,SARTEN,Herramientas y Utiles,Accesorios,PIEZAS
27303,SCREW CONVEYOR,Herramientas y Utiles,Accesorios,PIEZAS
27304,SCREW PRESS,Herramientas y Utiles,Accesorios,PIEZAS
33279,SEAL RUBBER BAND,Maquinaria y Equipo,Maquinaria y Equipo,PIEZAS
12193,"SEAL, O RING.",Ferreteria,Varios,PIEZAS
9696,SECADOR AIRE,Equipo de Transporte,Sistema de Aire,PIEZAS
15998,SECADOR DE HARINA,Maquinaria y Equipo,Equipos varios,PIEZAS
6855,SECADORA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
24808,SECCION DE LLANTA,Plomeria,Bandas,PIEZAS
14683,SEGURISELLOS SEPSA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
8363,SELLADOR DE MOTOR,Equipo de Transporte,Sistema de Motor,PIEZAS
16366,SELLADOR DE POLIURETANO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
13951,SELLADOR LIQUIDO SHELLALIQ,Herramientas y Utiles,Accesorios,PIEZAS
15544,SELLO DE CANCELACION,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
10059,SELLO DE GOMA,Gastos diversos,Consumibles,PIEZAS
17291,SELLO DE PLOMO,Ferreteria,Candados,PIEZAS
10060,SELLO PREDETERMINADO,Gastos diversos,Consumibles,PIEZAS
1474,SELLO PRETINTADOS,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
30815,SELLOBOMBILLA ARMARIO SUPERIOR,Equipo de Transporte,Accesorios,PIEZAS
8002,SELLOS AC,Equipo de Computo,Accesorios de cómputo,PIEZAS
16824,SELLOS METALICOS PRECAMARA,Herramientas y Utiles,Accesorios,PIEZAS
14490,SELLOS PISTON,Equipo de Transporte,Sistema de Motor,JUEGO
14463,SELLOS TAPAS M/W,Herramientas y Utiles,Empaques,PIEZAS
14466,SELLOS VALVULAS JOYSTIC,Herramientas y Utiles,Empaques,PIEZAS
22871,SEMIREMOLQUE,Equipo de Transporte,TANQUE REMOLQUE,PIEZAS
6515,SENSOR ABS,Equipo de Transporte,Sistema de frenos,PIEZAS
30312,SENSOR ADMISION,Equipo de Transporte,GPS Y SENSORES,PIEZAS
30613,SENSOR BAROMETRICO,Equipo de Transporte,GPS Y SENSORES,PIEZAS
32121,SENSOR DE INYECTORES,Equipo de Transporte,Sistema de Inyeccion,PIEZAS
3290,SENSOR DE TEMPERATURA,Herramientas y Utiles,Accesorios,PIEZAS
24602,SENSOR HALL,Herramientas y Utiles,Accesorios,PIEZAS
5825,SENSOR ICP/BCP,Equipo de Transporte,Sistema de Motor,PIEZAS
24603,SENSOR INFRAROJO HERRADURA,Herramientas y Utiles,Accesorios,PIEZAS
16065,SENSOR KAESER,Gastos diversos,Varios (Gastos Diversos),PIEZAS
28511,SENSOR NOX,Equipo de Transporte,sistema electrico,PIEZAS
24604,SENSOR PIR BREAKOUT,Herramientas y Utiles,Accesorios,PIEZAS
17805,SENSOR PRESION ESCAPE,Equipo de Transporte,Sistema de frenos,PIEZAS
16315,SENSOR TEE IN,Herramientas y Utiles,Adaptadores,PIEZAS
30827,SENSOR ULTRASONICO,Gastos diversos,Varios (Gastos Diversos),Uno
17050,SEPARADORA VIBRATORIA,Herramientas y Utiles,Accesorios,PIEZAS
27305,SEPARATOR,Herramientas y Utiles,Accesorios,PIEZAS
2018,SERVIDOR,Equipo de Computo,Equipo de cómputo,PIEZAS
32588,SERVILLETERO,Cocina,Utensilios,PIEZAS
30279,SERVO DE CLUTCH,Equipo de Transporte,Sistema de Cluth,PIEZAS
24609,SERVOMOTORES,Herramientas y Utiles,Accesorios,PIEZAS
25365,SET DE GRASERAS,Ferreteria,Varios,PIEZAS
10092,SEÑALAMIENTO ALMACEN,Equipo de Seguridad,Señalamientos,PIEZAS
14580,SEÑALAMIENTO ALTO,Equipo de Seguridad,Señalamientos,PIEZAS
32568,SEÑALAMIENTO ARCO ELECTRICO,Equipo de Seguridad,Señalamientos,PIEZAS
14586,SEÑALAMIENTO BAÑO HOMBRES,Equipo de Seguridad,Señalamientos,PIEZAS
10090,SEÑALAMIENTO BODEGA MATERIALES,Equipo de Seguridad,Señalamientos,PIEZAS
9787,SEÑALAMIENTO BOTIQUIN,Equipo de Seguridad,Señalamientos,PIEZAS
5122,SEÑALAMIENTO DE EXTINTOR,Equipo de Seguridad,Señalamientos,PIEZAS
11323,SEÑALAMIENTO DE SENTIDO,Equipo de Seguridad,Señalamientos,PIEZAS
14583,SEÑALAMIENTO GERENCIA,Equipo de Seguridad,Señalamientos,PIEZAS
10207,SEÑALAMIENTO LLANTAS,Equipo de Seguridad,Señalamientos,PIEZAS
10210,SEÑALAMIENTO MANGUERAS,Equipo de Seguridad,Señalamientos,PIEZAS
10096,SEÑALAMIENTO OFICINAS,Equipo de Seguridad,Señalamientos,PIEZAS
9492,SEÑALAMIENTO PISO MOJADO,Equipo de Seguridad,Señalamientos,PIEZAS
32569,SEÑALAMIENTO RIESGO ELECTRICO,Equipo de Seguridad,Señalamientos,PIEZAS
10091,SEÑALAMIENTO SALIDA,Equipo de Seguridad,Señalamientos,PIEZAS
14584,SEÑALAMIENTO VENTAS,Equipo de Seguridad,Señalamientos,PIEZAS
21323,SEÑALAMIENTOS VARIOS,Equipo de Seguridad,Señalamientos,UNIDADES
7464,SEÑALETICA IMAN,Papeleria y articulos de oficina,Papeleria y articulos de oficina,PIEZAS
1476,SEÑALIZACION,Equipo de Seguridad,Señalamientos,PIEZAS
34356,SHORT BLOCK,Equipo de Transporte,Sistema de Motor,PIEZAS
14578,SIERRA CALADORA,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
16676,SIERRA CIRCULAR,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
27306,SIEVE SCREENING,Herramientas y Utiles,Accesorios,PIEZAS
3946,SILENCIADOR DISPOSITIVO,Equipo de Transporte,Sistema de Motor,PIEZAS
18236,SILLA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
2392,SILLON,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
9501,SINCHOS,Ferreteria,Ferreteria,PIEZAS
15769,SIRENA ESTROBO,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
23743,SISA AUTOCONSUMO TRACTOCAMIÓN,Herramientas y Utiles,Manuales,PIEZAS
10152,SISTEMA CONTRAINCENDIO,Equipo de Seguridad,Equipo de Seguridad,PAQUETES
18183,SISTEMA DE PARARRAYO,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
29358,SISTEMA SCULLY ANTIDERRAME,Equipo de Transporte,Carga y descarga de producto,PIEZAS
34688,SKYDANCER EQUIPO,Gastos diversos,GC MOTORS,PIEZAS
4589,SOCKET DE PLÁSTICO,Ferreteria,Varios,PIEZAS
15930,SOCKET LADRON CON/CADENA,Material Electrico,Diversos (Material Electrico),PIEZAS
21773,SOFA,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
17929,SOLENOIDE AUXILIAR DELCO,Equipo de Transporte,sistema electrico,PIEZAS
14178,SOMBRERO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15103,SONDA RIGIDA,Maquinaria y Equipo,Insumos de Medicion,PIEZAS
11764,SONDA SENSOR TANKLINK,Maquinaria y Equipo,Insumos Medición,PIEZAS
30984,SONOMETRO,Maquinaria y Equipo,Equipos de Medición,PIEZAS
27780,SOPLADORA INALAMBRICA,Herramientas y Utiles,Manuales,PIEZAS
19677,SOPLASPIRADORA DE GASOLINA,Herramientas y Utiles,Aspiradoras,PIEZAS
4283,SOPORTE CARDAN CENTRAL,Equipo de Transporte,Sistema de Motor,PIEZAS
3800,SOPORTE DE FLECHA,Equipo de Transporte,Sistema de Suspension,PIEZAS
2188,SOPORTE DE MOTOR,Herramientas y Utiles,Accesorios,PIEZAS
5994,SOPORTE DE PANTALLA,Equipo de Computo,Accesorios de cómputo,PIEZAS
21328,SOPORTE DE TABLET,Equipo de Computo,Accesorios de cómputo,UNIDADES
16915,SOPORTE DE TRANSMISIÓN,Equipo de Transporte,Sistema de Transmision,PIEZAS
34360,SOPORTES DE SOBRECARGA,Equipo de Transporte,Sistema de Suspension,PIEZAS
10363,SOQUET DE HULE,Material Electrico,Iluminación,PIEZAS
12853,SOQUET MOGUL PORCELANIZADO,Material Electrico,Iluminación,PIEZAS
28918,SOQUETERAS CASCADIA,Equipo de Transporte,Sistema chasis,PIEZAS
17481,SPROKET ECON,Maquinaria y Equipo,Refacciones,PIEZAS
33583,STAGE BOX SONIDO,Equipo de Comunicación,Accesorios Comunicaciones,PIEZAS
19781,STAND PORTÁTIL PUBLICITARIO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
29170,SUB BRAND WALL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15787,SUBESTACION,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
2983,SUJETADOR DE BALERO,Herramientas y Utiles,Manuales,PIEZAS
7143,SUMADORA ELECTRICA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
18524,SUMINISTRO DE ACCESORIOS,Plomeria,Conexión rapida,PIEZAS
2270,SUNDE,Equipo de Computo,Equipo de cómputo,PIEZAS
2190,SWITCH,Equipo de Computo,Accesorios de cómputo,PIEZAS
31103,TABLA FENÓLICA,Material Electrico,Material Electrico,Uno
7644,TABLAROCA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15788,TABLERO DE MEDICION,Maquinaria y Equipo,Equipos de Medición,PIEZAS
14359,TABLERO DE VELOCIDADES,Equipo de Transporte,sistema electrico,PIEZAS
15728,TABLERO DEL REACTOR,Gastos diversos,Varios (Gastos Diversos),PIEZAS
29489,TABLERO DIDACTICO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
29490,TABLERO SENSORIAL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
6945,TABLET,Equipo de Computo,Equipo de cómputo,PIEZAS
18007,TABLETA GRÁFICA,Equipo de Computo,Equipo de cómputo,PIEZAS
3528,TABLETA MULTICONTACTO,Equipo de Computo,Accesorios de cómputo,PIEZAS
10705,TACHUELA,Gastos diversos,Consumibles,KILOS
16614,TACONES TRASMISION,Gastos diversos,Varios (Gastos Diversos),PIEZAS
20976,TACÓMETRO DIGITAL PORTATIL,Herramientas y Utiles,Manuales,PIEZAS
9630,TAG NFC,Equipo de Computo,Accesorios de dispensarios,PIEZAS
22457,TAGS VEHICULARE RFID,Herramientas y Utiles,Accesorios,PIEZAS
14882,TALACHO-HACHA.,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
14244,TALADRO ATORNILLADOR INALAMBRICO,Herramientas y Utiles,Taladros,PIEZAS
29513,TALADRO DESTORNILLADOR,Herramientas y Utiles,HERRAMIENTAS,PIEZAS
4819,TALADRO INALAMBRICO,Herramientas,Semi-automaticas,PIEZAS
2008,TALADRO ROTOMARTILLO,Herramientas,Semi-automaticas,PIEZAS
32733,TALCO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
18219,TAMBO DE ACERRÍN,Ferreteria,Consumibles,PIEZAS
16151,TAMIZ INDUSTRIAL,Herramientas y Utiles,Accesorios,PIEZAS
5041,TANQUE DE CONDENSADO,Herramientas y Utiles,Tanques,PIEZAS
2016,TANQUE DE GAS,Herramientas y Utiles,Tanques,PIEZAS
16045,TANQUE DE OXIGENO,Herramientas y Utiles,Tanques,PIEZAS
11209,TANQUE DE PRESION,Ferreteria,Varios,PIEZAS
1629,TANQUE HORIZONTAL,Herramientas y Utiles,Tanques,PIEZAS
28905,TANQUE LIQUIDO DIRECCION,Equipo de Transporte,Sistema Direccion,PIEZAS
2108,TANQUE MOVIL,Herramientas y Utiles,Tanques,PIEZAS
7234,TANQUE P/AGUA,Herramientas y Utiles,Tanques,PIEZAS
2022,TANQUE REMOLQUE,Equipo de Transporte,TANQUE REMOLQUE,UNIDADES
8339,TANQUE SUBTERRANEO,Herramientas y Utiles,Tanques,PIEZAS
1630,TANQUE VERTICAL,Maquinaria y Equipo,Tanques,PIEZAS
11996,TAPA CLEMA,Ferreteria,Varios,PIEZAS
17721,TAPA CUBRE MOTOR,Equipo de Transporte,Sistema chasis,PIEZAS
11453,TAPA DE INODORO,Ferreteria,Varios,PIEZAS
32259,TAPA DE RADIADOR,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
2422,TAPA DE RUEDA,Equipo de Transporte,Sistema de Aire,PIEZAS
3935,TAPA SWITCH INTERPERIE,Ferreteria,Varios,PIEZAS
30574,TAPA TERMOSTATO,Equipo de Transporte,Sistema de Enfriamiento,PIEZAS
26720,TAPADERA DE TRANSMISIÓN,Equipo de Transporte,Sistema de Motor,PIEZAS
11330,TAPE DENSO,Ferreteria,Varios,PIEZAS
12358,TAPETE ANTIDERRAPANTE,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
15869,TAPETE DE/NEOPRENO DURO,Equipo de Seguridad,Equipo de Seguridad,PIE
18048,TAPETE DECORATIVO,Gastos diversos,Varios (Gastos Diversos),PIEZAS
15712,TAPETE SANITIZANTE,Equipo de Seguridad,Equipo de Seguridad,PIEZAS
29574,TAPETE SENSORIAL,Gastos diversos,Varios (Gastos Diversos),PIEZAS
29565,TAPON PIVOTE VALVULA,Ferreteria,Varios,PIEZAS
12529,TAPON SUPERIOR CARTER,Equipo de Transporte,Sistema de Motor,PIEZAS
29263,TAPON TANQUE LIMPIAPARABRISAS,Herramientas y Utiles,Accesorios,PIEZAS
29920,TAPÓN CLAXON FLEIGHTLINER,Equipo de Transporte,Accesorios,PIEZAS
16856,TAQUETE METÁLICO C/EXTERIOR,Ferreteria,Varios,PIEZAS
5456,TARIMA DE PLASTICO,Mobiliario y equipo,Mobiliario y equipo,PIEZAS
21346,TARIMOVIL,Herramientas,Semi-automaticas,UNIDADES
1683,TARJETA BARRIER DISPENSARIO,Herramientas y Utiles,Accesorios,PIEZAS
5346,TARJETA DE VIDEO,Equipo de Computo,Accesorios Comunicaciones,PIEZAS
1695,TARJETA DISPLAY DISPENSARIO,Herramientas y Utiles,Accesorios,PIEZAS
7679,TARJETA IAVE,Gastos diversos,Varios (Gastos Diversos),PIEZAS
25623,TARJETA INTERFASE USB-TEAM,Herramientas y Utiles,Accesorios,PIEZAS
15035,TARJETA NAVIDEÑA,Gastos diversos,Varios (Gastos Diversos),PIEZAS
14282,TARJETA NFC,Equipo de Computo,Accesorios de cómputo,PIEZAS
